날짜,팀,선수명,타점,득점,타석,타수,안타,볼넷,사구,삼진,2루타,3루타,홈런,희번,희비,병살타,타격방해,고의사구,page_id,단타,TB,Outs,타율,출루율,장타율,OPS,순출루율,순장타율,K%,BB%,BB/K,BABIP,SecA,PA/HR,AB/HR,GPA,RC,RC/27,XR,TAVG,연도,home_stadium,FinalPF,wOBA,wRAA,wRC+,stint_id,ST,SB,CS,병살상황,병살비율,희생번트 성공,희생번트 실패,희번성공 비율
2025-10-04,KT,권동진,25,34,309,271,61,30,1,91,12,3,1,6,1,8,0,0,2852168,45,82,225,0.225092251,0.303630363,0.302583026,0.606213389,0.078538112,0.077490775,0.294498382,0.097087379,0.32967033,0.333333333,0.188191882,309,271,0.21227942,18.57058824,2.228470588,45.682,0.502222222,2025,수원,1.028768231,0.288586064,-11.7183533,65.95390019,,4,3,1,66,12.1,6,2,75
2025-10-04,KT,김건형,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2851758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,2025,수원,1.028768231,0,-0.267509419,-122.7426298,,0,0,0,,8.8,,,73.1
2025-10-04,KT,김민혁,35,52,417,380,109,25,7,41,12,2,0,4,1,12,0,1,1501479,95,125,288,0.286842105,0.341404358,0.328947368,0.670351727,0.054562253,0.042105263,0.098321343,0.059952038,0.609756098,0.320588235,0.107894737,0,0,0.235868803,34.52115813,3.236358575,81.782,0.545138889,2025,수원,1.028768231,0.316539267,-6.540718723,84.2315409,,14,11,3,90,13.3,4,5,44.4
2025-10-04,KT,김병준,0,2,5,5,1,0,0,2,0,0,0,0,0,0,0,0,3681530,1,1,4,0.2,0.2,0.2,0.4,0,0,0.4,0,0,0.333333333,0,0,0,0.14,0.2,1.35,0.484,0.25,2025,수원,1.028768231,0.186108443,-0.597250039,-1.052702079,,0,0,0,1,0,0,1,0
2025-10-04,KT,김상수,47,42,423,355,90,52,4,57,14,0,5,5,7,8,0,1,299583,71,119,285,0.253521127,0.349282297,0.335211268,0.684493564,0.09576117,0.081690141,0.134751773,0.122931442,0.912280702,0.283333333,0.228169014,84.6,71,0.24097985,31.30271399,2.965520272,84.694,0.614035088,2025,수원,1.028768231,0.324808919,-3.851930146,89.63878272,,4,3,1,72,11.1,5,2,71.4
2025-10-04,KT,로하스,43,48,384,331,79,48,1,71,20,0,14,0,4,9,0,3,1791786,45,141,265,0.238670695,0.333333333,0.425981873,0.759315206,0.094662638,0.187311178,0.184895833,0.125,0.676056338,0.26,0.332326284,27.42857143,23.64285714,0.256495468,37.44803695,3.815460369,80.932,0.716981132,2025,수원,1.028768231,0.344476891,2.511638592,102.4989947,,2,1,1,75,12,0,0,0
2025-10-04,KT,문상철,20,22,209,173,37,25,5,44,6,1,5,3,3,3,0,0,1659375,25,60,145,0.213872832,0.325242718,0.346820809,0.672063528,0.111369886,0.132947977,0.210526316,0.119617225,0.568181818,0.251968504,0.277456647,41.8,34.6,0.233064426,14.56066946,2.711297071,39.348,0.620689655,2025,수원,1.028768231,0.317791192,-3.070043372,85.05013129,,2,1,1,40,7.5,3,0,100
2025-10-04,KT,박민석,1,5,21,19,5,2,0,4,1,1,0,0,0,0,0,0,2563238,3,8,14,0.263157895,0.333333333,0.421052632,0.754385965,0.070175439,0.157894737,0.19047619,0.095238095,0.5,0.333333333,0.263157895,0,0,0.255263158,2.434782609,4.695652174,4.448,0.714285714,2025,수원,1.028768231,0.343700335,0.124381591,101.9912313,,1,0,1,3,0,0,0,0
2025-10-04,KT,배정대,28,25,276,240,49,19,7,65,11,2,2,7,3,4,0,0,1015525,34,70,205,0.204166667,0.278810409,0.291666667,0.570477076,0.074643742,0.0875,0.235507246,0.06884058,0.292307692,0.267045455,0.166666667,138,120,0.198381351,14.13907285,1.862219351,43.6,0.468292683,2025,수원,1.028768231,0.270843814,-14.3625986,54.35285122,,9,6,3,59,6.8,7,0,100
2025-10-04,KT,스티븐슨,14,26,168,149,39,14,4,43,12,0,3,1,0,2,0,0,4065614,24,60,113,0.261744966,0.341317365,0.402684564,0.744001929,0.079572399,0.140939597,0.255952381,0.083333333,0.325581395,0.349514563,0.234899329,56,49.66666667,0.254263955,17.41935484,4.162146731,32.196,0.690265487,2025,수원,1.028768231,0.345396636,1.221768723,103.1003844,,2,2,0,32,6.3,1,1,50
2025-10-04,KT,안치영,6,9,56,44,10,4,3,13,1,0,1,4,1,1,0,0,1811867,8,14,40,0.227272727,0.326923077,0.318181818,0.645104895,0.09965035,0.090909091,0.232142857,0.071428571,0.307692308,0.290322581,0.181818182,56,44,0.226660839,2.444444444,1.65,9.316,0.525,2025,수원,1.028768231,0.309466352,-1.193475745,79.60680382,,2,0,2,15,6.7,4,2,66.7
2025-10-04,KT,안현민,80,72,482,395,132,75,9,72,19,4,22,0,3,4,0,5,3891049,87,225,270,0.334177215,0.44813278,0.569620253,1.017753033,0.113955565,0.235443038,0.149377593,0.15560166,1.041666667,0.361842105,0.425316456,21.90909091,17.95454545,0.344064814,83.08303887,8.308303887,130.894,1.144444444,2025,수원,1.028768231,0.454731678,45.43062993,174.5908188,,8,7,1,119,3.4,0,0,0
2025-10-04,KT,오윤석,19,30,184,156,40,12,7,41,8,1,0,8,1,4,0,0,1627509,31,50,129,0.256410256,0.335227273,0.320512821,0.655740093,0.078817016,0.064102564,0.222826087,0.065217391,0.292682927,0.344827586,0.141025641,0,0,0.230980478,11.33004926,2.371405659,30.702,0.534883721,2025,수원,1.028768231,0.31337152,-3.3497738,82.16025962,,0,0,0,49,8.2,8,2,80
2025-10-04,KT,유준규,3,13,41,34,4,7,0,13,2,0,0,0,0,0,0,0,3220191,2,6,30,0.117647059,0.268292683,0.176470588,0.444763271,0.150645624,0.058823529,0.317073171,0.170731707,0.538461538,0.19047619,0.264705882,0,0,0.164849354,1.375,1.2375,5.076,0.433333333,2025,수원,1.028768231,0.234788455,-3.309618564,30.77748872,,3,2,1,8,0,0,1,0
2025-10-04,KT,윤준혁,0,4,18,17,1,0,0,5,1,0,0,1,0,0,0,0,3891044,0,2,17,0.058823529,0.058823529,0.117647059,0.176470588,0,0.058823529,0.277777778,0,0,0.083333333,0.058823529,0,0,0.055882353,0,0,1.26,0.117647059,2025,수원,1.028768231,0.076919864,-3.713678537,-72.44736911,,1,1,0,5,0,1,0,100
2025-10-04,KT,이정훈,14,20,148,132,34,13,3,48,4,0,4,0,0,4,0,0,1757008,26,50,102,0.257575758,0.337837838,0.378787879,0.716625717,0.08026208,0.121212121,0.324324324,0.087837838,0.270833333,0.375,0.21969697,37,33,0.246723997,14.02439024,3.712338594,25.396,0.647058824,2025,수원,1.028768231,0.335637916,-0.072691774,96.71949229,,1,0,1,29,13.8,0,0,0
2025-10-04,KT,이호연,8,8,75,70,24,3,1,14,7,0,1,1,0,2,0,0,2867833,16,34,49,0.342857143,0.378378378,0.485714286,0.864092664,0.035521236,0.142857143,0.186666667,0.04,0.214285714,0.418181818,0.185714286,75,70,0.291698842,10.75949367,5.928700594,16.648,0.775510204,2025,수원,1.028768231,0.393411299,3.410303628,134.4955262,,0,0,0,20,10,1,0,100
2025-10-04,KT,장성우,58,44,480,413,102,55,2,96,13,0,14,2,8,13,0,1,352927,75,157,334,0.246973366,0.332635983,0.380145278,0.712781262,0.085662618,0.133171913,0.2,0.114583333,0.572916667,0.282958199,0.266343826,34.28571429,29.5,0.244722512,39.76163873,3.214264209,94.482,0.640718563,2025,수원,1.028768231,0.329972784,-2.399079218,93.01525698,,1,0,1,106,12.3,2,0,100
2025-10-04,KT,장준원,11,10,154,140,29,8,0,27,3,0,1,5,1,5,0,0,1015527,25,35,122,0.207142857,0.248322148,0.25,0.498322148,0.041179291,0.042857143,0.175324675,0.051948052,0.296296296,0.247787611,0.1,154,140,0.174244966,5.617283951,1.243169399,22.454,0.352459016,2025,수원,1.028768231,0.236028047,-12.2793812,31.58801493,,0,0,0,27,18.5,5,2,71.4
2025-10-04,KT,장진혁,19,19,157,139,29,13,0,46,3,1,4,4,1,1,0,0,1945252,21,46,116,0.208633094,0.274509804,0.330935252,0.605445056,0.06587671,0.122302158,0.292993631,0.082802548,0.282608696,0.277777778,0.215827338,39.25,34.75,0.206263225,9.741176471,2.267342799,25.292,0.50862069,2025,수원,1.028768231,0.281435843,-6.847062764,61.27861534,,1,1,0,30,3.3,4,0,100
2025-10-04,KT,조대현,11,7,90,75,14,7,2,22,4,0,0,6,0,0,0,0,3234934,10,18,67,0.186666667,0.273809524,0.24,0.513809524,0.087142857,0.053333333,0.244444444,0.077777778,0.318181818,0.264150943,0.146666667,0,0,0.183214286,3.090909091,1.245590231,12.534,0.402985075,2025,수원,1.028768231,0.252621525,-5.988170262,42.43792124,,0,0,0,20,0,6,0,100
2025-10-04,KT,최성민,2,3,21,19,2,1,0,5,0,0,0,1,0,0,0,0,3979639,2,2,18,0.105263158,0.15,0.105263158,0.255263158,0.044736842,0,0.238095238,0.047619048,0.2,0.142857143,0.052631579,0,0,0.093815789,0.181818182,0.272727273,1.97,0.166666667,2025,수원,1.028768231,0.129839699,-3.44851207,-37.84490366,,1,1,0,5,0,1,0,100
2025-10-04,KT,허경민,44,47,481,420,119,39,15,35,18,0,4,3,4,14,0,1,450683,97,149,322,0.283333333,0.361924686,0.354761905,0.716686591,0.078591353,0.071428571,0.072765073,0.081081081,1.114285714,0.298701299,0.164285714,120.25,105,0.251556585,42.33271028,3.549637197,102.42,0.630434783,2025,수원,1.028768231,0.338885084,1.006318708,98.84270422,,5,4,1,111,12.6,3,1,75
2025-10-04,KT,황재균,48,50,424,385,106,34,2,84,19,0,7,1,2,2,0,1,292165,80,146,284,0.275324675,0.3356974,0.379220779,0.714918179,0.060372724,0.103896104,0.198113208,0.080188679,0.404761905,0.334459459,0.192207792,60.57142857,55,0.245869025,43.4826087,4.133909982,85.268,0.64084507,2025,수원,1.028768231,0.331216625,-1.699620501,93.82856151,,4,3,1,85,2.4,1,0,100
2025-10-04,LG,구본혁,38,41,397,343,98,36,6,44,16,2,1,12,0,4,0,1,2522898,79,121,261,0.285714286,0.363636364,0.352769679,0.716406043,0.077922078,0.067055394,0.110831234,0.090680101,0.818181818,0.325503356,0.172011662,397,343,0.251828783,34.17767654,3.535621711,81.508,0.624521073,2025,잠실,0.951258394,0.339004579,0.868319841,106.6718217,,15,10,5,63,6.3,12,4,75
2025-10-04,LG,김민수,1,0,13,11,2,1,0,6,0,0,0,0,1,0,0,0,1758358,2,2,10,0.181818182,0.230769231,0.181818182,0.412587413,0.048951049,0,0.461538462,0.076923077,0.166666667,0.333333333,0.090909091,0,0,0.149300699,0.285714286,0.771428571,1.392,0.3,2025,잠실,0.951258394,0.199753383,-1.411731279,15.62024025,,1,1,0,4,0,0,0,0
2025-10-04,LG,김성우,1,0,5,5,1,0,0,1,0,0,0,0,0,0,0,0,3871042,1,1,4,0.2,0.2,0.2,0.4,0,0,0.2,0,0,0.25,0,0,0,0.14,0.2,1.35,0.672,0.25,2025,잠실,0.951258394,0.186108443,-0.597250039,6.698281612,,0,0,0,1,0,0,0,0
2025-10-04,LG,김주성,1,3,17,15,3,1,1,2,0,0,1,0,0,0,0,0,1838297,2,6,12,0.2,0.294117647,0.4,0.694117647,0.094117647,0.2,0.117647059,0.058823529,0.5,0.166666667,0.266666667,17,15,0.232352941,1.578947368,3.552631579,3.824,0.666666667,2025,잠실,0.951258394,0.321174253,-0.20396248,95.01318283,,2,0,2,2,0,0,0,0
2025-10-04,LG,김준태,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,837885,1,1,0,1,1,1,2,0,0,0,0.5,0,1,1,0,0,0.7,0.666666667,0,0.84,0,2025,잠실,0.951258394,0.833125884,0.790575272,429.7607959,,0,0,0,1,0,0,0,0
2025-10-04,LG,김현수,90,66,552,483,144,64,4,73,24,0,12,0,1,10,0,1,203566,108,204,350,0.298136646,0.384057971,0.422360248,0.806418219,0.085921325,0.124223602,0.132246377,0.115942029,0.876712329,0.330827068,0.256728778,46,40.25,0.278416149,66.13548387,5.101880184,125.046,0.777142857,2025,잠실,0.951258394,0.374686954,16.87711169,130.0033027,,4,4,0,132,7.6,0,0,0
2025-10-04,LG,김현종,0,3,6,5,2,1,0,1,1,0,0,0,0,1,0,0,3781015,1,3,4,0.4,0.5,0.6,1.1,0.1,0.2,0.166666667,0.166666667,1,0.5,0.4,0,0,0.375,0.857142857,5.785714286,1.272,1,2025,잠실,0.951258394,0.495648241,0.760834652,209.0957398,,0,0,0,2,50,0,0,0
2025-10-04,LG,문보경,108,91,607,515,142,79,4,108,21,1,24,0,9,15,0,3,2966754,96,237,397,0.275728155,0.370675453,0.460194175,0.830869628,0.094947298,0.184466019,0.177924217,0.13014827,0.731481481,0.301020408,0.337864078,25.29166667,21.45833333,0.281852498,69.03913043,4.695356478,137.716,0.80604534,2025,잠실,0.951258394,0.377031043,19.69067198,131.5360217,,4,3,1,119,12.6,0,0,0
2025-10-04,LG,문성주,70,57,542,475,145,54,4,59,20,2,3,0,9,10,0,0,1983121,120,178,349,0.305263158,0.374538745,0.374736842,0.749275587,0.069275587,0.069473684,0.108856089,0.099630996,0.915254237,0.336492891,0.183157895,180.6666667,158.3333333,0.262226646,54.58666667,4.223037249,118.758,0.676217765,2025,잠실,0.951258394,0.350916645,6.321834271,114.4607126,,7,4,3,110,9.1,0,0,0
2025-10-04,LG,문정빈,4,5,33,30,5,1,2,11,0,0,2,0,0,0,0,0,3976177,3,11,25,0.166666667,0.242424242,0.366666667,0.609090909,0.075757576,0.2,0.333333333,0.03030303,0.090909091,0.176470588,0.233333333,16.5,15,0.200757576,2.444444444,2.64,5.582,0.56,2025,잠실,0.951258394,0.280414328,-1.466009651,68.361666,,0,0,0,10,0,0,0,0
2025-10-04,LG,박관우,13,12,58,53,14,3,1,11,2,0,2,0,1,1,0,0,3997199,10,22,41,0.264150943,0.310344828,0.41509434,0.725439167,0.046193884,0.150943396,0.189655172,0.051724138,0.272727273,0.292682927,0.20754717,29,26.5,0.243428757,5.677419355,3.738788356,12.122,0.634146341,2025,잠실,0.951258394,0.3290867,-0.330774571,100.1868607,,0,0,0,15,6.7,0,1,0
